,,,Non-indexed,,,Indexed,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_018.csv,30430,832665,0.428558901,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_018.csv,7135,899982,0.493051573,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_018.csv,6582,791683,0.455686693,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_018.csv,6787,994228,0.439778213,,,,
small_datasets/gaussian_004.csv,small_datasets/diagonal_018.csv,4213,655023,0.394894502,,,,
small_datasets/gaussian_005.csv,small_datasets/diagonal_018.csv,5349,587770,0.317572458,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_018.csv,7838,859414,0.492506681,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_018.csv,4742,643868,0.392474576,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_018.csv,9853,1094188,0.478686349,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_018.csv,7438,861918,0.46324634,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_018.csv,7596,1165004,0.530881361,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_018.csv,5538,778762,0.407008182,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_018.csv,8041,978395,0.497404339,,,,
small_datasets/gaussian_013.csv,small_datasets/diagonal_018.csv,3899,563292,0.312874151,,,,
small_datasets/gaussian_014.csv,small_datasets/diagonal_018.csv,5418,614657,0.387180843,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_018.csv,9025,1040918,0.434338054,,,,
small_datasets/gaussian_016.csv,small_datasets/diagonal_018.csv,4065,525332,0.346945898,,,,
small_datasets/gaussian_017.csv,small_datasets/diagonal_018.csv,3060,378096,0.29484049,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_018.csv,5916,751910,0.403717891,,,,
small_datasets/gaussian_019.csv,small_datasets/diagonal_018.csv,5439,655815,0.354274759,,,,
small_datasets/gaussian_020.csv,small_datasets/diagonal_018.csv,4065,603248,0.374270773,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_018.csv,6154,844914,0.535153641,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_018.csv,5814,710915,0.398308377,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_018.csv,6843,828595,0.434145201,,,,
small_datasets/gaussian_024.csv,small_datasets/diagonal_018.csv,3659,528806,0.348263035,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_018.csv,7793,882879,0.430684864,,,,
small_datasets/gaussian_026.csv,small_datasets/diagonal_018.csv,3989,584442,0.348807419,,,,
small_datasets/gaussian_027.csv,small_datasets/diagonal_018.csv,5034,771039,0.459830731,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_018.csv,9069,1172130,0.510667826,,,,
small_datasets/diagonal_018.csv,small_datasets/gaussian_029.csv,3201,386896,0.295124048,,,,
small_datasets/gaussian_030.csv,small_datasets/diagonal_018.csv,5161,586070,0.336621809,,,,
small_datasets/gaussian_031.csv,small_datasets/diagonal_018.csv,5609,626651,0.338100717,,,,
small_datasets/gaussian_032.csv,small_datasets/diagonal_018.csv,7511,929876,0.421656376,,,,
small_datasets/gaussian_033.csv,small_datasets/diagonal_018.csv,3134,498757,0.339230493,,,,
small_datasets/gaussian_034.csv,small_datasets/diagonal_018.csv,3830,448589,0.300647636,,,,
small_datasets/gaussian_035.csv,small_datasets/diagonal_018.csv,2465,367849,0.320809152,,,,
small_datasets/gaussian_036.csv,small_datasets/diagonal_018.csv,3821,552844,0.315960283,,,,
small_datasets/gaussian_037.csv,small_datasets/diagonal_018.csv,4366,498934,0.33753333,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_018.csv,8231,1131051,1.101909251,,,,
small_datasets/gaussian_039.csv,small_datasets/diagonal_018.csv,3566,402834,0.317035965,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_018.csv,7211,809039,0.47127251,,,,
small_datasets/uniform_001.csv,small_datasets/diagonal_018.csv,2341,868224,0.450687189,,,,
small_datasets/uniform_002.csv,small_datasets/diagonal_018.csv,1428,437334,0.303856323,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_018.csv,2940,897119,0.481782576,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_018.csv,2648,973460,0.463047442,,,,
small_datasets/uniform_005.csv,small_datasets/diagonal_018.csv,1386,612308,0.410050043,,,,
small_datasets/uniform_006.csv,small_datasets/diagonal_018.csv,1720,499542,0.386176836,,,,
small_datasets/uniform_007.csv,small_datasets/diagonal_018.csv,1120,479561,0.359486324,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_018.csv,2301,883389,0.488727982,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_018.csv,2164,884313,0.398821915,,,,
small_datasets/uniform_010.csv,small_datasets/diagonal_018.csv,1135,434779,0.334311985,,,,
small_datasets/uniform_011.csv,small_datasets/diagonal_018.csv,2519,906974,0.465118709,,,,
small_datasets/diagonal_018.csv,small_datasets/uniform_012.csv,1147,364845,0.316181837,,,,
small_datasets/uniform_013.csv,small_datasets/diagonal_018.csv,1265,529194,0.412709104,,,,
small_datasets/uniform_014.csv,small_datasets/diagonal_018.csv,1996,786754,0.416673678,,,,
small_datasets/uniform_015.csv,small_datasets/diagonal_018.csv,1495,455214,0.353171315,,,,
small_datasets/uniform_016.csv,small_datasets/diagonal_018.csv,1436,547044,0.380171536,,,,
small_datasets/uniform_017.csv,small_datasets/diagonal_018.csv,1870,658856,0.43966676,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_018.csv,3196,1173161,0.574021674,,,,
small_datasets/uniform_019.csv,small_datasets/diagonal_018.csv,1366,510562,0.321573063,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_018.csv,2598,803569,0.501303427,,,,
small_datasets/uniform_021.csv,small_datasets/diagonal_018.csv,2835,894610,0.472098772,,,,
small_datasets/uniform_022.csv,small_datasets/diagonal_018.csv,1322,486360,0.369038834,,,,
small_datasets/uniform_023.csv,small_datasets/diagonal_018.csv,1288,398697,0.337513929,,,,
small_datasets/uniform_024.csv,small_datasets/diagonal_018.csv,1493,614707,0.361204868,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_018.csv,3180,982450,0.517735972,,,,
small_datasets/uniform_026.csv,small_datasets/diagonal_018.csv,1947,774209,0.387138218,,,,
small_datasets/uniform_027.csv,small_datasets/diagonal_018.csv,1640,675313,0.339574259,,,,
small_datasets/uniform_028.csv,small_datasets/diagonal_018.csv,1310,450224,0.335748229,,,,
small_datasets/uniform_029.csv,small_datasets/diagonal_018.csv,1244,482829,0.331900111,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_018.csv,2097,858450,0.461842785,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_018.csv,2564,797775,0.461143759,,,,
small_datasets/uniform_032.csv,small_datasets/diagonal_018.csv,2322,742316,0.431501634,,,,
small_datasets/uniform_033.csv,small_datasets/diagonal_018.csv,1616,592316,0.362742072,,,,
small_datasets/uniform_034.csv,small_datasets/diagonal_018.csv,2085,795240,0.415823146,,,,
small_datasets/uniform_035.csv,small_datasets/diagonal_018.csv,1062,371450,0.3786087,,,,
small_datasets/uniform_036.csv,small_datasets/diagonal_018.csv,1724,572770,0.399701534,,,,
small_datasets/uniform_037.csv,small_datasets/diagonal_018.csv,1258,456992,0.32918795,,,,
small_datasets/uniform_038.csv,small_datasets/diagonal_018.csv,2155,593708,0.348156736,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_018.csv,3252,916703,0.45845047,,,,
small_datasets/uniform_040.csv,small_datasets/diagonal_018.csv,2306,757723,0.377126949,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_020.csv,64273,1361321,0.557916165,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_019.csv,148180,1592661,0.7445184,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_022.csv,61153,1097753,0.501593571,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_019.csv,119040,1530695,0.572697287,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_024.csv,51968,1230043,0.586202657,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_025.csv,87718,1037483,0.493449594,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_026.csv,62232,825920,0.484933247,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_019.csv,98096,1495713,0.596404076,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_028.csv,79558,1483926,0.525132035,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_019.csv,133783,1458493,0.628926601,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_030.csv,103133,1245729,0.589747524,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_031.csv,41380,656203,0.475826302,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_019.csv,73009,1678427,0.577108679,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_019.csv,84222,1480375,0.628369753,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_034.csv,103075,1091563,0.534705548,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_019.csv,116012,1345705,0.571803623,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_019.csv,120034,2118570,0.646536557,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_037.csv,23731,580722,0.49483564,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_019.csv,161311,1595394,0.667466056,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_039.csv,76486,1492598,0.563093107,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_040.csv,97163,1437815,0.533047274,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_019.csv,13439,1501775,0.577522615,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_002.csv,12630,1359485,0.594882294,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_019.csv,13550,1710619,0.516718106,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_004.csv,8672,1131902,0.506253503,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_005.csv,10473,1022035,0.448664105,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_019.csv,15106,1437081,0.551264358,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_007.csv,8996,1085713,0.46913688,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_019.csv,19181,1894732,0.566744237,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_019.csv,13973,1440629,0.596743553,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_019.csv,15870,2045210,0.60469327,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_011.csv,11605,1347961,0.485660236,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_019.csv,15932,1720101,0.571278359,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_013.csv,7998,987848,0.452353188,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_014.csv,10594,1046647,0.536473736,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_019.csv,17956,1846990,0.491288204,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_016.csv,8278,923415,0.435128583,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_017.csv,5506,627852,0.418853309,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_018.csv,11834,1299125,0.465494254,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_019.csv,11018,1130896,0.493425783,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_020.csv,8509,1059632,0.464711905,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_019.csv,11690,1419737,0.582708906,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_022.csv,11422,1235254,0.524833013,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_023.csv,13142,1438430,0.514397871,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_024.csv,7046,868193,0.523581218,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_025.csv,15456,1561324,0.481438809,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_026.csv,8318,1005246,0.49537835,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_027.csv,10004,1306508,0.52275923,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_019.csv,18112,2068892,0.549198006,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_029.csv,6301,670193,0.444746259,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_030.csv,10184,1029119,0.458137121,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_031.csv,11349,1111312,0.507946368,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_032.csv,15083,1648138,0.503090782,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_033.csv,6179,853919,0.456373094,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_034.csv,7737,789620,0.404807415,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_035.csv,4506,611269,0.391133678,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_036.csv,7679,968807,0.435979608,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_037.csv,8410,839444,0.480053736,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_019.csv,16549,1986257,0.613085211,,,,
small_datasets/diagonal_019.csv,small_datasets/gaussian_039.csv,6860,686291,0.454767844,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_019.csv,13825,1367163,0.521120727,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_001.csv,4691,1497979,0.55311758,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_002.csv,2605,719906,0.468343808,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_019.csv,5708,1475652,0.571066583,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_019.csv,5544,1688590,0.511316055,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_005.csv,2890,1033849,0.430556554,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_006.csv,3246,849075,0.418521159,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_007.csv,2234,802924,0.432392676,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_019.csv,4547,1471973,0.524029629,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_019.csv,4374,1507667,0.523258875,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_010.csv,2177,701820,0.410466178,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_011.csv,5218,1567065,0.560938815,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_012.csv,2105,604393,0.390298103,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_013.csv,2614,857367,0.482485106,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_014.csv,3765,1331976,0.518268378,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_015.csv,2908,736182,0.45815718,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_016.csv,2738,936489,0.454584367,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_017.csv,3601,1068246,0.546120389,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_019.csv,6435,2010482,0.588276715,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_019.csv,2744,876661,0.428434213,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_019.csv,5006,1305276,0.53550432,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_021.csv,5582,1544621,0.561579143,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_022.csv,2523,801947,0.476702502,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_023.csv,2544,671988,0.399367247,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_024.csv,3109,1062942,0.485216722,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_019.csv,6552,1688291,0.515534406,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_026.csv,3976,1323092,0.485430865,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_027.csv,3265,1160180,0.456905206,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_028.csv,2480,728562,0.531516472,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_029.csv,2626,836469,0.417646913,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_019.csv,4233,1439831,0.514580676,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_019.csv,4957,1307400,0.540299605,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_032.csv,4553,1256058,0.544078034,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_033.csv,3108,989891,0.473340532,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_034.csv,3904,1361434,0.457270021,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_035.csv,1967,596429,0.458381279,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_036.csv,3461,986126,0.445865742,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_037.csv,2519,756550,0.436229152,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_038.csv,4323,1026210,0.435252743,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_019.csv,6186,1578867,0.527928719,,,,
small_datasets/diagonal_019.csv,small_datasets/uniform_040.csv,4637,1310929,0.498023517,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_020.csv,91438,1843938,0.630679927,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_022.csv,40063,1262958,0.479997928,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_020.csv,73135,1739309,0.633977374,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_024.csv,34871,1424682,0.5132795,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_025.csv,52407,1180897,0.450701031,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_026.csv,38014,924908,0.533768404,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_020.csv,60135,1707606,0.552928424,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_020.csv,52244,1678011,0.580411035,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_020.csv,83213,1710984,0.591573558,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_030.csv,62264,1412660,0.555636535,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_031.csv,27075,766071,0.518314492,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_020.csv,48637,1888198,0.603793706,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_020.csv,55659,1704897,0.558436923,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_034.csv,60344,1245060,0.449307064,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_020.csv,71568,1558006,0.535827407,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_020.csv,79064,2369077,0.619978195,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_037.csv,16032,671058,0.407547758,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_020.csv,97728,1847964,0.630977851,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_039.csv,49918,1681070,0.61104913,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_040.csv,59661,1611681,0.594573856,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_020.csv,15086,1786958,0.590023379,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_002.csv,13901,1587709,0.538838501,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_020.csv,14712,1993884,0.539143099,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_004.csv,9217,1314517,0.461635871,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_005.csv,11195,1184517,0.516906251,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_020.csv,15879,1705926,0.559348538,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_007.csv,10015,1282880,0.557344184,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_020.csv,20554,2201300,0.657707561,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_020.csv,15473,1711950,0.550751358,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_020.csv,17141,2354889,0.602394007,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_011.csv,12352,1562848,0.510442994,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_020.csv,17077,1977661,0.570969524,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_013.csv,8415,1138377,0.450659559,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_014.csv,11343,1226615,0.482515341,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_020.csv,19136,2106705,0.546027117,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_016.csv,8602,1059631,0.468593978,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_017.csv,6253,750802,0.452929734,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_018.csv,12581,1510874,0.518235395,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_019.csv,11449,1314629,0.5260502,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_020.csv,8969,1218792,0.538168829,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_020.csv,13086,1682499,0.557703886,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_022.csv,12229,1432692,0.491467471,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_023.csv,14182,1661349,0.55679627,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_024.csv,7617,1043803,0.48647347,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_025.csv,16571,1790113,0.479742108,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_026.csv,8729,1172696,0.462348081,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_027.csv,10975,1537849,0.498496949,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_020.csv,19502,2366491,0.598009904,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_029.csv,6874,775966,0.421572976,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_030.csv,10920,1184959,0.480872654,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_031.csv,11838,1268968,0.461068426,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_032.csv,16075,1881407,0.569222544,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_033.csv,6785,998987,0.453448277,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_034.csv,7993,907337,0.441786745,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_035.csv,5181,729917,0.509336809,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_036.csv,8442,1116396,0.466563568,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_037.csv,9032,993760,0.453201032,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_020.csv,17712,2282432,0.637351577,,,,
small_datasets/diagonal_020.csv,small_datasets/gaussian_039.csv,7371,803150,0.436180445,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_020.csv,15067,1609638,0.492170561,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_001.csv,5401,1677702,0.538774846,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_002.csv,3002,828007,0.408504913,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_020.csv,6545,1702341,0.579715572,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_020.csv,6027,1885315,0.519928512,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_005.csv,3318,1174830,0.476467075,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_006.csv,3608,959429,0.42540741,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_007.csv,2559,915602,0.427656033,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_020.csv,5143,1685095,0.537081775,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_020.csv,5015,1700496,0.550057907,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_010.csv,2538,818897,0.412166516,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_011.csv,5756,1748008,0.585250476,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_012.csv,2495,693351,0.400502211,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_013.csv,3168,999568,0.466469762,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_014.csv,4423,1509985,0.521056812,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_015.csv,3240,862067,0.462344676,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_016.csv,3053,1051370,0.451555016,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_017.csv,4199,1243005,0.498603371,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_020.csv,7299,2257323,0.627006993,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_019.csv,3180,983255,0.469611338,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_020.csv,5670,1521354,0.577531835,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_021.csv,6059,1727481,0.537092318,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_022.csv,2888,925246,0.455653503,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_023.csv,2792,763234,0.44329964,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_024.csv,3537,1188863,0.459312696,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_020.csv,7113,1891524,1.084304398,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_026.csv,4390,1488130,0.48506009,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_027.csv,3759,1302183,0.532900206,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_028.csv,2982,848182,0.410613506,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_029.csv,3048,932695,0.451462391,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_020.csv,4837,1637931,0.539046214,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_020.csv,5763,1513047,1.376472907,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_032.csv,5338,1425270,0.469277284,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_033.csv,3649,1130452,0.501336258,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_034.csv,4614,1529204,0.47170052,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_035.csv,2368,699069,0.468893705,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_036.csv,3860,1101841,0.458020827,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_037.csv,2862,868749,0.418169995,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_038.csv,4629,1147673,0.443653699,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_020.csv,6983,1771877,0.550006569,,,,
small_datasets/diagonal_020.csv,small_datasets/uniform_040.csv,4952,1462223,0.50998764,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_022.csv,86014,1487939,0.564802285,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_023.csv,172190,2066191,0.622696109,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_024.csv,74522,1673713,0.636733073,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_025.csv,124503,1401736,0.674771876,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_026.csv,90504,1106370,0.619259404,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_027.csv,137714,2017495,0.668082612,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_028.csv,118681,2001085,0.617629763,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_029.csv,191147,1999431,0.74448811,,,,
